item_names,categoria_propia,country,category,item_prices_local_curr,item_prices_usd
Cappuccino in expat area of the city,Restaurantes,Netherlands,Entertainment,3.52,3.78
Cappuccino in expat area of the city,Restaurantes,New Zealand,Entertainment,5.98,3.59
Cappuccino in expat area of the city,Restaurantes,Macedonia,Entertainment,132.0,2.31
Cappuccino in expat area of the city,Restaurantes,Norway,Entertainment,49.0,4.52
Cappuccino in expat area of the city,Restaurantes,Oman,Entertainment,3.986,10.0
Cappuccino in expat area of the city,Restaurantes,Pakistan,Entertainment,794.0,2.85
Cappuccino in expat area of the city,Restaurantes,Panama,Entertainment,4.92,4.91
Cappuccino in expat area of the city,Restaurantes,Peru,Entertainment,18.0,4.84
Cappuccino in expat area of the city,Restaurantes,Philippines,Entertainment,169.0,2.94
Cappuccino in expat area of the city,Restaurantes,Poland,Entertainment,15.0,3.67
Cappuccino in expat area of the city,Restaurantes,Portugal,Entertainment,3.57,3.84
Cappuccino in expat area of the city,Restaurantes,Puerto Rico,Entertainment,5.5,5.5
Cappuccino in expat area of the city,Restaurantes,Qatar,Entertainment,21.0,5.8
Cappuccino in expat area of the city,Restaurantes,Romania,Entertainment,15.0,3.35
Cappuccino in expat area of the city,Restaurantes,Russia,Entertainment,226.0,2.47
Cappuccino in expat area of the city,Restaurantes,Saudi Arabia,Entertainment,17.0,4.66
Cappuccino in expat area of the city,Restaurantes,Serbia,Entertainment,272.0,2.5
Cappuccino in expat area of the city,Restaurantes,Singapore,Entertainment,7.0,5.18
Cappuccino in expat area of the city,Restaurantes,Slovakia,Entertainment,2.19,2.35
Cappuccino in expat area of the city,Restaurantes,Slovenia,Entertainment,2.27,2.44
Cappuccino in expat area of the city,Restaurantes,South Africa,Entertainment,36.0,1.96
Cappuccino in expat area of the city,Restaurantes,South Korea,Entertainment,4283.0,3.14
Cappuccino in expat area of the city,Restaurantes,Spain,Entertainment,2.86,3.07
Cappuccino in expat area of the city,Restaurantes,Sri Lanka,Entertainment,606.0,2.02
Cappuccino in expat area of the city,Restaurantes,Sweden,Entertainment,44.0,4.03
Cappuccino in expat area of the city,Restaurantes,Switzerland,Entertainment,5.21,5.74
Cappuccino in expat area of the city,Restaurantes,Syria,Entertainment,6000.0,2.39
Cappuccino in expat area of the city,Restaurantes,Taiwan,Entertainment,104.0,3.23
Cappuccino in expat area of the city,Restaurantes,Thailand,Entertainment,111.0,3.01
Cappuccino in expat area of the city,Restaurantes,Tunisia,Entertainment,5.759,1.84
Cappuccino in expat area of the city,Restaurantes,Turkey,Entertainment,120.0,3.7
Cappuccino in expat area of the city,Restaurantes,Ukraine,Entertainment,50.0,1.27
Cappuccino in expat area of the city,Restaurantes,United Arab Emirates,Entertainment,25.0,7.0
Cappuccino in expat area of the city,Restaurantes,United Kingdom,Entertainment,3.72,4.64
Cappuccino in expat area of the city,Restaurantes,United States,Entertainment,5.62,5.62
Cappuccino in expat area of the city,Restaurantes,Uruguay,Entertainment,224.0,5.83
Cappuccino in expat area of the city,Restaurantes,Uzbekistan,Entertainment,36974.0,2.92
Cappuccino in expat area of the city,Restaurantes,Venezuela,Entertainment,3.79,3.79
Cappuccino in expat area of the city,Restaurantes,Vietnam,Entertainment,59768.0,2.35
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Albania,Personal Care,200.0,2.13
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Algeria,Personal Care,738.0,5.48
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Argentina,Personal Care,4008.0,4.55
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Armenia,Personal Care,1446.0,3.73
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Australia,Personal Care,8.0,5.18
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Austria,Personal Care,15.0,16.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Azerbaijan,Personal Care,5.74,3.37
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Bangladesh,Personal Care,836.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Belarus,Personal Care,24.0,7.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Belgium,Personal Care,12.0,13.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Bolivia,Personal Care,46.0,7.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Bosnia And Herzegovina,Personal Care,30.0,17.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Brazil,Personal Care,21.0,4.11
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Bulgaria,Personal Care,14.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Canada,Personal Care,11.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Chile,Personal Care,3473.0,3.71
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,China,Personal Care,43.0,5.96
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Colombia,Personal Care,22674.0,5.82
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Costa Rica,Personal Care,3697.0,7.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Croatia,Personal Care,7.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Cyprus,Personal Care,10.0,11.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Czech Republic,Personal Care,155.0,7.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Denmark,Personal Care,30.0,4.32
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Dominican Republic,Personal Care,308.0,5.3
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Ecuador,Personal Care,5.59,5.59
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Egypt,Personal Care,56.0,1.18
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Estonia,Personal Care,18.0,20.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Finland,Personal Care,10.0,11.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,France,Personal Care,3.03,3.26
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Georgia,Personal Care,25.0,10.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Germany,Personal Care,7.0,7.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Greece,Personal Care,4.45,4.78
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Guatemala,Personal Care,36.0,4.65
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Hong Kong,Personal Care,36.0,4.66
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Hungary,Personal Care,3160.0,9.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,India,Personal Care,141.0,1.69
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Indonesia,Personal Care,22850.0,1.42
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Iran,Personal Care,1960390.0,47.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Iraq,Personal Care,6686.0,5.1
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Ireland,Personal Care,9.0,9.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Israel,Personal Care,22.0,5.95
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Italy,Personal Care,10.0,11.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Jamaica,Personal Care,1200.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Japan,Personal Care,1610.0,10.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Jordan,Personal Care,4.246,5.99
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Kazakhstan,Personal Care,3533.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Kenya,Personal Care,1000.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Kosovo,Personal Care,3.0,3.22
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Kuwait,Personal Care,1.873,6.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Latvia,Personal Care,5.32,5.71
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Lithuania,Personal Care,6.0,6.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Luxembourg,Personal Care,6.0,6.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Malaysia,Personal Care,11.0,2.28
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Malta,Personal Care,12.0,13.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Mauritius,Personal Care,326.0,7.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Mexico,Personal Care,92.0,5.41
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Montenegro,Personal Care,10.0,11.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Morocco,Personal Care,36.0,3.59
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Nepal,Personal Care,169.0,1.26
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Netherlands,Personal Care,4.32,4.64
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,New Zealand,Personal Care,10.0,5.96
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Macedonia,Personal Care,288.0,5.03
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Norway,Personal Care,91.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Oman,Personal Care,2.865,7.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Pakistan,Personal Care,376.0,1.35
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Panama,Personal Care,8.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Peru,Personal Care,24.0,6.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Philippines,Personal Care,228.0,3.97
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Poland,Personal Care,24.0,6.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Portugal,Personal Care,5.03,5.4
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Puerto Rico,Personal Care,5.47,5.47
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Qatar,Personal Care,25.0,7.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Romania,Personal Care,32.0,7.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Russia,Personal Care,593.0,6.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Saudi Arabia,Personal Care,8.0,2.13
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Serbia,Personal Care,904.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Singapore,Personal Care,14.0,10.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Slovakia,Personal Care,8.0,9.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Slovenia,Personal Care,5.59,6.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,South Africa,Personal Care,55.0,2.96
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,South Korea,Personal Care,7985.0,5.85
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Spain,Personal Care,8.0,9.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Sri Lanka,Personal Care,2499.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Sweden,Personal Care,68.0,6.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Switzerland,Personal Care,13.0,14.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Syria,Personal Care,4257.0,1.69
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Taiwan,Personal Care,200.0,6.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Thailand,Personal Care,130.0,3.53
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Tunisia,Personal Care,9.0,2.78
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Turkey,Personal Care,97.0,3.01
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Ukraine,Personal Care,147.0,3.73
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,United Arab Emirates,Personal Care,15.0,4.12
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,United Kingdom,Personal Care,4.69,5.85
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,United States,Personal Care,9.0,9.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Uruguay,Personal Care,304.0,8.0
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Uzbekistan,Personal Care,70430.0,5.57
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Venezuela,Personal Care,4.3,4.3
"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",Cuidado personal,Vietnam,Personal Care,187838.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Albania,Food,651.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Algeria,Food,615.0,4.57
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Argentina,Food,6874.0,8.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Armenia,Food,3308.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Australia,Food,15.0,10.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Austria,Food,10.0,11.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Azerbaijan,Food,21.0,12.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Bangladesh,Food,711.0,6.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Belarus,Food,17.0,5.32
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Belgium,Food,11.0,12.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Bolivia,Food,48.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Bosnia And Herzegovina,Food,13.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Brazil,Food,35.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Bulgaria,Food,14.0,8.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Canada,Food,15.0,11.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Chile,Food,7697.0,8.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,China,Food,38.0,5.32
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Colombia,Food,26890.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Costa Rica,Food,5061.0,10.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Croatia,Food,9.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Cyprus,Food,9.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Czech Republic,Food,200.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Denmark,Food,93.0,13.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Dominican Republic,Food,417.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Ecuador,Food,7.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Egypt,Food,201.0,4.22
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Estonia,Food,9.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Finland,Food,10.0,11.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,France,Food,11.0,12.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Georgia,Food,24.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Germany,Food,10.0,11.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Greece,Food,9.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Guatemala,Food,52.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Hong Kong,Food,45.0,5.71
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Hungary,Food,2648.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,India,Food,336.0,4.02
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Indonesia,Food,58355.0,3.63
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Iran,Food,3589890.0,85.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Iraq,Food,7299.0,5.57
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Ireland,Food,11.0,11.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Israel,Food,49.0,13.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Italy,Food,10.0,11.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Jamaica,Food,1271.0,8.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Japan,Food,781.0,5.03
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Jordan,Food,6.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Kazakhstan,Food,2783.0,6.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Kenya,Food,765.0,5.84
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Kosovo,Food,4.0,4.3
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Kuwait,Food,1.98,6.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Latvia,Food,5.96,6.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Lithuania,Food,7.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Luxembourg,Food,11.0,11.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Malaysia,Food,18.0,3.88
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Malta,Food,12.0,13.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Mauritius,Food,259.0,5.59
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Mexico,Food,160.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Montenegro,Food,8.0,8.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Morocco,Food,55.0,5.53
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Nepal,Food,490.0,3.67
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Netherlands,Food,10.0,11.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,New Zealand,Food,17.0,10.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Macedonia,Food,327.0,5.71
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Norway,Food,129.0,12.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Oman,Food,3.795,10.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Pakistan,Food,1118.0,4.02
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Panama,Food,7.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Peru,Food,22.0,5.78
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Philippines,Food,200.0,3.48
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Poland,Food,29.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Portugal,Food,8.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Puerto Rico,Food,11.0,11.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Qatar,Food,26.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Romania,Food,29.0,6.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Russia,Food,401.0,4.38
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Saudi Arabia,Food,34.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Serbia,Food,955.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Singapore,Food,9.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Slovakia,Food,7.0,8.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Slovenia,Food,8.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,South Africa,Food,84.0,4.53
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,South Korea,Food,8158.0,5.98
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Spain,Food,9.0,10.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Sri Lanka,Food,2024.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Sweden,Food,100.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Switzerland,Food,16.0,18.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Syria,Food,22673.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Taiwan,Food,149.0,4.61
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Thailand,Food,234.0,6.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Tunisia,Food,18.0,5.84
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Turkey,Food,214.0,7.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Ukraine,Food,202.0,5.13
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,United Arab Emirates,Food,33.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,United Kingdom,Food,8.0,9.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,United States,Food,11.0,11.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Uruguay,Food,465.0,12.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Uzbekistan,Food,52746.0,4.17
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Venezuela,Food,10.0,10.0
Combo meal in fast food restaurant (big mac meal or similar),Restaurantes,Vietnam,Food,97068.0,3.82
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Albania,Personal Care,375.0,3.99
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Algeria,Personal Care,492.0,3.65
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Argentina,Personal Care,2088.0,2.37
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Armenia,Personal Care,1615.0,4.17
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Australia,Personal Care,6.0,4.13
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Austria,Personal Care,2.99,3.21
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Azerbaijan,Personal Care,8.0,4.62
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Bangladesh,Personal Care,736.0,7.0
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Belarus,Personal Care,16.0,4.8
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Belgium,Personal Care,5.14,5.52
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Bolivia,Personal Care,23.0,3.3
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Bosnia And Herzegovina,Personal Care,8.0,4.55
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Brazil,Personal Care,14.0,2.71
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Bulgaria,Personal Care,5.6,3.08
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Canada,Personal Care,6.0,4.69
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Chile,Personal Care,3938.0,4.21
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,China,Personal Care,49.0,7.0
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Colombia,Personal Care,13613.0,3.49
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Costa Rica,Personal Care,3251.0,6.0
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Croatia,Personal Care,2.91,3.13
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Cyprus,Personal Care,4.06,4.37
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Czech Republic,Personal Care,100.0,4.28
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Denmark,Personal Care,22.0,3.12
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Dominican Republic,Personal Care,195.0,3.35
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Ecuador,Personal Care,4.16,4.16
"Deodorant, roll-on (50ml ~ 1.5 oz.)",Cuidado personal,Egypt,Personal Care,125.0,2.63
